by_group,choice,value,n,question,text,group,Likert score
Australian Capital Territory,Neutral,0.23,30321,Q69_2,I think I would be happier if I... - Had more friends,state,3
Australian Capital Territory,Somewhat agree,0.29,30321,Q69_2,I think I would be happier if I... - Had more friends,state,4
Australian Capital Territory,Strongly agree,0.13,30321,Q69_2,I think I would be happier if I... - Had more friends,state,5
Australian Capital Territory,Don't know,0.01,30321,Q69_2,I think I would be happier if I... - Had more friends,state,Don't know
Bachelor degree,Strongly disagree,0.1,30321,Q69_2,I think I would be happier if I... - Had more friends,education,1
Bachelor degree,Somewhat disagree,0.2,30321,Q69_2,I think I would be happier if I... - Had more friends,education,2
Bachelor degree,Neutral,0.29,30321,Q69_2,I think I would be happier if I... - Had more friends,education,3
Bachelor degree,Somewhat agree,0.29,30321,Q69_2,I think I would be happier if I... - Had more friends,education,4
Bachelor degree,Strongly agree,0.11,30321,Q69_2,I think I would be happier if I... - Had more friends,education,5
Bachelor degree,Don't know,0,30321,Q69_2,I think I would be happier if I... - Had more friends,education,Don't know
Catholic,Strongly disagree,0.13,30088,Q69_2,I think I would be happier if I... - Had more friends,religion,1
Catholic,Somewhat disagree,0.21,30088,Q69_2,I think I would be happier if I... - Had more friends,religion,2
Catholic,Neutral,0.32,30088,Q69_2,I think I would be happier if I... - Had more friends,religion,3
Catholic,Somewhat agree,0.24,30088,Q69_2,I think I would be happier if I... - Had more friends,religion,4
Catholic,Strongly agree,0.08,30088,Q69_2,I think I would be happier if I... - Had more friends,religion,5
Catholic,Don't know,0.02,30088,Q69_2,I think I would be happier if I... - Had more friends,religion,Don't know
Certificate or diploma,Strongly disagree,0.11,30321,Q69_2,I think I would be happier if I... - Had more friends,education,1
Certificate or diploma,Somewhat disagree,0.2,30321,Q69_2,I think I would be happier if I... - Had more friends,education,2
Certificate or diploma,Neutral,0.32,30321,Q69_2,I think I would be happier if I... - Had more friends,education,3
Certificate or diploma,Somewhat agree,0.28,30321,Q69_2,I think I would be happier if I... - Had more friends,education,4
Certificate or diploma,Strongly agree,0.08,30321,Q69_2,I think I would be happier if I... - Had more friends,education,5
Certificate or diploma,Don't know,0.01,30321,Q69_2,I think I would be happier if I... - Had more friends,education,Don't know
Chinese-Australian,Strongly disagree,0.1,30321,Q69_2,I think I would be happier if I... - Had more friends,chinese_australian,1
Chinese-Australian,Somewhat disagree,0.18,30321,Q69_2,I think I would be happier if I... - Had more friends,chinese_australian,2
Chinese-Australian,Neutral,0.29,30321,Q69_2,I think I would be happier if I... - Had more friends,chinese_australian,3
Chinese-Australian,Somewhat agree,0.26,30321,Q69_2,I think I would be happier if I... - Had more friends,chinese_australian,4
Chinese-Australian,Strongly agree,0.17,30321,Q69_2,I think I would be happier if I... - Had more friends,chinese_australian,5
Chinese-Australian,Don't know,0,30321,Q69_2,I think I would be happier if I... - Had more friends,chinese_australian,Don't know
English,Strongly disagree,0.12,30240,Q69_2,I think I would be happier if I... - Had more friends,language,1
English,Somewhat disagree,0.2,30240,Q69_2,I think I would be happier if I... - Had more friends,language,2
English,Neutral,0.31,30240,Q69_2,I think I would be happier if I... - Had more friends,language,3
English,Somewhat agree,0.28,30240,Q69_2,I think I would be happier if I... - Had more friends,language,4
English,Strongly agree,0.09,30240,Q69_2,I think I would be happier if I... - Had more friends,language,5
English,Don't know,0.01,30240,Q69_2,I think I would be happier if I... - Had more friends,language,Don't know
Graduate degree,Strongly disagree,0.1,30321,Q69_2,I think I would be happier if I... - Had more friends,education,1
Graduate degree,Somewhat disagree,0.21,30321,Q69_2,I think I would be happier if I... - Had more friends,education,2
Graduate degree,Neutral,0.3,30321,Q69_2,I think I would be happier if I... - Had more friends,education,3
Graduate degree,Somewhat agree,0.27,30321,Q69_2,I think I would be happier if I... - Had more friends,education,4
Graduate degree,Strongly agree,0.11,30321,Q69_2,I think I would be happier if I... - Had more friends,education,5
Graduate degree,Don't know,0.01,30321,Q69_2,I think I would be happier if I... - Had more friends,education,Don't know
Greens,Strongly disagree,0.09,30321,Q69_2,I think I would be happier if I... - Had more friends,vote,1
Greens,Somewhat disagree,0.21,30321,Q69_2,I think I would be happier if I... - Had more friends,vote,2
Greens,Neutral,0.27,30321,Q69_2,I think I would be happier if I... - Had more friends,vote,3
Greens,Somewhat agree,0.29,30321,Q69_2,I think I would be happier if I... - Had more friends,vote,4
Greens,Strongly agree,0.13,30321,Q69_2,I think I would be happier if I... - Had more friends,vote,5
Greens,Don't know,0.01,30321,Q69_2,I think I would be happier if I... - Had more friends,vote,Don't know
High school or below,Strongly disagree,0.14,30321,Q69_2,I think I would be happier if I... - Had more friends,education,1
High school or below,Somewhat disagree,0.19,30321,Q69_2,I think I would be happier if I... - Had more friends,education,2
High school or below,Neutral,0.3,30321,Q69_2,I think I would be happier if I... - Had more friends,education,3
High school or below,Somewhat agree,0.25,30321,Q69_2,I think I would be happier if I... - Had more friends,education,4
High school or below,Strongly agree,0.11,30321,Q69_2,I think I would be happier if I... - Had more friends,education,5
High school or below,Don't know,0.02,30321,Q69_2,I think I would be happier if I... - Had more friends,education,Don't know
Inner Metro,Strongly disagree,0.11,30321,Q69_2,I think I would be happier if I... - Had more friends,region,1
Inner Metro,Somewhat disagree,0.19,30321,Q69_2,I think I would be happier if I... - Had more friends,region,2
Inner Metro,Neutral,0.28,30321,Q69_2,I think I would be happier if I... - Had more friends,region,3
Inner Metro,Somewhat agree,0.29,30321,Q69_2,I think I would be happier if I... - Had more friends,region,4
Inner Metro,Strongly agree,0.12,30321,Q69_2,I think I would be happier if I... - Had more friends,region,5
Inner Metro,Don't know,0.01,30321,Q69_2,I think I would be happier if I... - Had more friends,region,Don't know
LNP,Strongly disagree,0.14,30321,Q69_2,I think I would be happier if I... - Had more friends,vote,1
LNP,Somewhat disagree,0.21,30321,Q69_2,I think I would be happier if I... - Had more friends,vote,2
LNP,Neutral,0.31,30321,Q69_2,I think I would be happier if I... - Had more friends,vote,3
LNP,Somewhat agree,0.25,30321,Q69_2,I think I would be happier if I... - Had more friends,vote,4
LNP,Strongly agree,0.09,30321,Q69_2,I think I would be happier if I... - Had more friends,vote,5
LNP,Don't know,0.01,30321,Q69_2,I think I would be happier if I... - Had more friends,vote,Don't know
Men,Strongly disagree,0.09,30321,Q69_2,I think I would be happier if I... - Had more friends,sex,1
Men,Somewhat disagree,0.18,30321,Q69_2,I think I would be happier if I... - Had more friends,sex,2
Men,Neutral,0.33,30321,Q69_2,I think I would be happier if I... - Had more friends,sex,3
Men,Somewhat agree,0.27,30321,Q69_2,I think I would be happier if I... - Had more friends,sex,4
Men,Strongly agree,0.1,30321,Q69_2,I think I would be happier if I... - Had more friends,sex,5
Men,Don't know,0.01,30321,Q69_2,I think I would be happier if I... - Had more friends,sex,Don't know
New South Wales,Strongly disagree,0.12,30321,Q69_2,I think I would be happier if I... - Had more friends,state,1
New South Wales,Somewhat disagree,0.19,30321,Q69_2,I think I would be happier if I... - Had more friends,state,2
New South Wales,Neutral,0.32,30321,Q69_2,I think I would be happier if I... - Had more friends,state,3
New South Wales,Somewhat agree,0.26,30321,Q69_2,I think I would be happier if I... - Had more friends,state,4
New South Wales,Strongly agree,0.1,30321,Q69_2,I think I would be happier if I... - Had more friends,state,5
New South Wales,Don't know,0.01,30321,Q69_2,I think I would be happier if I... - Had more friends,state,Don't know
No religion,Strongly disagree,0.12,30088,Q69_2,I think I would be happier if I... - Had more friends,religion,1
No religion,Somewhat disagree,0.2,30088,Q69_2,I think I would be happier if I... - Had more friends,religion,2
No religion,Neutral,0.3,30088,Q69_2,I think I would be happier if I... - Had more friends,religion,3
No religion,Somewhat agree,0.27,30088,Q69_2,I think I would be happier if I... - Had more friends,religion,4
No religion,Strongly agree,0.1,30088,Q69_2,I think I would be happier if I... - Had more friends,religion,5
No religion,Don't know,0.01,30088,Q69_2,I think I would be happier if I... - Had more friends,religion,Don't know
Non-white,Strongly disagree,0.11,30082,Q69_2,I think I would be happier if I... - Had more friends,european,1
Non-white,Somewhat disagree,0.18,30082,Q69_2,I think I would be happier if I... - Had more friends,european,2
Non-white,Neutral,0.28,30082,Q69_2,I think I would be happier if I... - Had more friends,european,3
Non-white,Somewhat agree,0.25,30082,Q69_2,I think I would be happier if I... - Had more friends,european,4
Non-white,Strongly agree,0.16,30082,Q69_2,I think I would be happier if I... - Had more friends,european,5
Non-white,Don't know,0.01,30082,Q69_2,I think I would be happier if I... - Had more friends,european,Don't know
Northern Territory,Strongly disagree,0.13,30321,Q69_2,I think I would be happier if I... - Had more friends,state,1
Northern Territory,Somewhat disagree,0.22,30321,Q69_2,I think I would be happier if I... - Had more friends,state,2
Northern Territory,Neutral,0.33,30321,Q69_2,I think I would be happier if I... - Had more friends,state,3
Northern Territory,Somewhat agree,0.29,30321,Q69_2,I think I would be happier if I... - Had more friends,state,4
Northern Territory,Strongly agree,0.03,30321,Q69_2,I think I would be happier if I... - Had more friends,state,5
Northern Territory,Don't know,0,30321,Q69_2,I think I would be happier if I... - Had more friends,state,Don't know
One Nation,Strongly disagree,0.15,30321,Q69_2,I think I would be happier if I... - Had more friends,vote,1
One Nation,Somewhat disagree,0.19,30321,Q69_2,I think I would be happier if I... - Had more friends,vote,2
One Nation,Neutral,0.34,30321,Q69_2,I think I would be happier if I... - Had more friends,vote,3
One Nation,Somewhat agree,0.19,30321,Q69_2,I think I would be happier if I... - Had more friends,vote,4
One Nation,Strongly agree,0.1,30321,Q69_2,I think I would be happier if I... - Had more friends,vote,5
One Nation,Don't know,0.03,30321,Q69_2,I think I would be happier if I... - Had more friends,vote,Don't know
Other,Strongly disagree,0.12,30240,Q69_2,I think I would be happier if I... - Had more friends,language,1
Other,Somewhat disagree,0.19,30240,Q69_2,I think I would be happier if I... - Had more friends,language,2
Other,Neutral,0.29,30240,Q69_2,I think I would be happier if I... - Had more friends,language,3
Other,Somewhat agree,0.23,30240,Q69_2,I think I would be happier if I... - Had more friends,language,4
Other,Strongly agree,0.16,30240,Q69_2,I think I would be happier if I... - Had more friends,language,5
Other,Don't know,0.01,30240,Q69_2,I think I would be happier if I... - Had more friends,language,Don't know
Other,Strongly disagree,0.11,30088,Q69_2,I think I would be happier if I... - Had more friends,religion,1
Other,Somewhat disagree,0.19,30088,Q69_2,I think I would be happier if I... - Had more friends,religion,2
Other,Neutral,0.29,30088,Q69_2,I think I would be happier if I... - Had more friends,religion,3
Other,Somewhat agree,0.26,30088,Q69_2,I think I would be happier if I... - Had more friends,religion,4
Other,Strongly agree,0.13,30088,Q69_2,I think I would be happier if I... - Had more friends,religion,5
Other,Don't know,0.01,30088,Q69_2,I think I would be happier if I... - Had more friends,religion,Don't know
Other,Strongly disagree,0.11,30321,Q69_2,I think I would be happier if I... - Had more friends,vote,1
Other,Somewhat disagree,0.18,30321,Q69_2,I think I would be happier if I... - Had more friends,vote,2
Other,Neutral,0.32,30321,Q69_2,I think I would be happier if I... - Had more friends,vote,3
Other,Somewhat agree,0.26,30321,Q69_2,I think I would be happier if I... - Had more friends,vote,4
